2011/1/3,-1228,-530
2011/1/4,-1741,-2363
2011/1/5,-2620,-5802
2011/1/6,-155,-6051
2011/1/7,-162,-6195
2011/1/10,1362,-4916
2011/1/11,6697,2271
2011/1/12,-1832,444
2011/1/13,-127,121
2011/1/14,-827,-789
2011/1/17,-2373,-3632
2011/1/18,3961,505
2011/1/19,2257,26
2011/1/20,-2967,-2896
2011/1/21,-2776,-6674
2011/1/24,1087,-5584
2011/1/25,49,-5531
2011/1/26,4209,-1189
2011/1/27,1127,-64
2011/1/28,-1369,-1433
2011/2/8,-3483,-4987
2011/2/9,-3738,-8941
2011/2/10,-6586,-17263
2011/2/11,5189,-11960
2011/2/14,719,-10786
2011/2/15,1907,-8520
2011/2/16,-131,-9505
2011/2/17,3924,-5418
2011/2/18,529,-4629
2011/2/21,-307,-4931
2011/2/22,266,-5102
2011/2/23,768,-4432
2011/2/24,941,-3490
2011/2/25,3389,-116
2011/3/1,615,566
2011/3/2,731,688
2011/3/3,2904,4122
2011/3/4,-164,4037
2011/3/7,-1080,2919
2011/3/8,-1209,1936
2011/3/9,2192,4156
2011/3/10,-6353,-3698
2011/3/11,733,-3129
2011/3/14,1512,-1389
2011/3/15,416,-565
2011/3/16,-1856,-966
2011/3/17,928,-46
2011/3/18,451,417
2011/3/21,3017,3959
2011/3/22,2924,6865
2011/3/23,624,7483
2011/3/24,1103,8571
2011/3/25,3786,13352
2011/3/28,-2488,10812
2011/3/29,366,11153
2011/3/30,1134,12384
2011/3/31,996,13380
2011/4/1,1299,14828
2011/4/6,3616,18976
2011/4/7,-512,18434
2011/4/8,-4766,13562
2011/4/11,2137,15771
2011/4/12,-3882,10780
2011/4/13,980,11706
2011/4/14,-2656,8807
2011/4/15,-1078,7254
2011/4/18,657,7992
2011/4/19,-4550,3054
2011/4/20,6890,8289
2011/4/21,-147,8621
2011/4/22,-1755,6808
2011/4/25,-1689,5098
2011/4/26,744,5656
2011/4/27,-103,5662
2011/4/28,-347,5280
2011/4/29,-563,4665
2011/5/3,-2553,1881
2011/5/4,149,2010
2011/5/5,2879,5337
2011/5/6,-1180,4036
2011/5/9,-944,3283
2011/5/10,-1200,1719
2011/5/11,-2104,-834
2011/5/12,2757,2007
2011/5/13,-652,1405
2011/5/16,-4907,-3842
2011/5/17,-2801,-7422
2011/5/18,84,-6567
2011/5/19,141,-6570
2011/5/20,1335,-5213
2011/5/23,-399,-5800
2011/5/24,-1193,-7063
2011/5/25,833,-6448
2011/5/26,1148,-5278
2011/5/27,2315,-2823
2011/5/30,1549,-849
2011/5/31,6468,6506
2011/6/1,2023,8993
2011/6/2,-993,7980
2011/6/3,-592,7397
2011/6/7,-851,6457
2011/6/8,-3123,2910
2011/6/9,-1907,974
2011/6/10,-3333,-4451
2011/6/13,1290,-3514
2011/6/14,81,-3039
2011/6/15,-4635,-9124
2011/6/16,-958,-10796
2011/6/17,-795,-11818
2011/6/20,2402,-10028
2011/6/21,-3417,-13478
2011/6/22,865,-12677
2011/6/23,-2591,-15507
2011/6/24,-5212,-20762
2011/6/27,317,-20408
2011/6/28,690,-19754
2011/6/29,3797,-15139
2011/6/30,1414,-13462
2011/7/1,3465,-9013
2011/7/4,2946,-5696
2011/7/5,4065,-1449
2011/7/6,4173,3204
2011/7/7,-1928,1000
2011/7/8,181,1180
2011/7/11,-1579,-778
2011/7/12,-5498,-7574
2011/7/13,462,-7156
2011/7/14,-757,-8146
2011/7/15,1100,-6826
2011/7/18,-2119,-9112
2011/7/19,719,-7947
