2014/1/23,-2940,-8870
2014/1/24,3322,-5487
2014/1/27,-4944,-10558
2014/2/5,-3780,-14746
2014/2/6,2419,-12295
2014/2/7,2368,-9870
2014/2/10,1700,-8098
2014/2/11,5775,-2294
2014/2/12,3680,1587
2014/2/13,930,2570
2014/2/14,2545,5171
2014/2/17,1496,6729
2014/2/18,2589,9191
2014/2/19,-932,6848
2014/2/20,-559,6283
2014/2/21,1855,8285
2014/2/24,-17,8112
2014/2/25,1943,10085
2014/2/26,4123,14272
2014/2/27,2479,16809
2014/3/3,-4777,12006
2014/3/4,-2670,9317
2014/3/5,2438,11829
2014/3/6,9415,21498
2014/3/7,3369,24858
2014/3/10,-4727,20113
2014/3/11,-1908,18208
2014/3/12,-5042,13043
2014/3/13,4463,17561
2014/3/14,-2515,14980
2014/3/17,-1237,13599
2014/3/18,-139,13553
2014/3/19,-3388,6901
2014/3/20,-7612,-763
2014/3/21,2478,1766
2014/3/24,2043,3916
2014/3/25,4892,8859
2014/3/26,3983,12895
2014/3/27,5619,18542
2014/3/28,-3675,14834
2014/3/31,2873,17699
